total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts,customer_id,Cluster,Cluster_Name
11.0,183.91,36.76,18.0,5.0,CM00408,1,Bargain Hunters
32.0,20.72,24.03,12.0,11.0,CM00410,0,Window Shoppers
18.0,43.16,20.57,9.0,10.0,CM00411,0,Window Shoppers
21.0,19.32,19.82,16.0,2.0,CM00412,0,Window Shoppers
24.0,28.97,11.92,7.0,10.0,CM00413,0,Window Shoppers
13.0,163.15,57.68,18.0,4.0,CM00414,1,Bargain Hunters
6.0,59.5,91.06,34.0,3.0,CM00415,2,High Spenders
15.0,45.15,24.95,15.0,4.0,CM00416,0,Window Shoppers
11.0,130.78,55.45,20.0,4.0,CM00417,1,Bargain Hunters
9.0,59.55,65.69,54.0,2.0,CM00418,2,High Spenders
7.0,117.72,54.92,14.0,1.0,CM00419,1,Bargain Hunters
13.0,138.32,55.17,25.0,1.0,CM00420,1,Bargain Hunters
4.0,40.87,83.62,54.0,0.0,CM00421,2,High Spenders
21.0,20.83,17.22,24.0,9.0,CM00422,0,Window Shoppers
9.0,77.47,118.79,55.0,0.0,CM00423,2,High Spenders
14.0,23.91,13.18,20.0,7.0,CM00424,0,Window Shoppers
10.0,116.19,25.23,20.0,2.0,CM00426,1,Bargain Hunters
11.0,104.41,28.17,16.0,8.0,CM00427,1,Bargain Hunters
22.0,27.01,17.29,14.0,12.0,CM00428,0,Window Shoppers
13.0,45.78,15.76,16.0,13.0,CM00429,0,Window Shoppers
5.0,70.84,109.68,56.0,0.0,CM00430,2,High Spenders
13.0,37.69,5.77,16.0,9.0,CM00431,0,Window Shoppers
8.0,44.48,83.36,44.0,1.0,CM00432,2,High Spenders
3.0,21.18,102.13,56.0,4.0,CM00433,2,High Spenders
19.0,143.99,48.38,21.0,4.0,CM00434,1,Bargain Hunters
27.0,21.78,20.42,22.0,7.0,CM00435,0,Window Shoppers
6.0,144.18,30.0,21.0,1.0,CM00436,1,Bargain Hunters
5.0,35.76,110.77,56.0,1.0,CM00437,2,High Spenders
16.0,47.28,21.19,10.0,6.0,CM00438,0,Window Shoppers
10.0,42.76,26.79,19.0,6.0,CM00439,0,Window Shoppers
20.0,34.97,20.66,9.0,8.0,CM00440,0,Window Shoppers
8.0,102.79,39.0,21.0,2.0,CM00441,1,Bargain Hunters
21.0,18.98,26.7,17.0,8.0,CM00442,0,Window Shoppers
6.0,159.94,54.64,19.0,3.0,CM00443,1,Bargain Hunters
6.0,127.2,25.41,17.0,3.0,CM00444,1,Bargain Hunters
20.0,37.79,29.4,11.0,13.0,CM00445,0,Window Shoppers
14.0,49.51,25.14,17.0,11.0,CM00446,0,Window Shoppers
10.0,135.31,47.17,23.0,3.0,CM00447,1,Bargain Hunters
14.0,18.85,23.18,13.0,12.0,CM00448,0,Window Shoppers
16.0,42.7,9.64,15.0,6.0,CM00449,0,Window Shoppers
3.0,33.38,112.29,60.0,1.0,CM00450,2,High Spenders
2.0,79.59,111.84,55.0,3.0,CM00451,2,High Spenders
8.0,156.39,35.97,27.0,0.0,CM00452,1,Bargain Hunters
26.0,13.98,8.78,12.0,8.0,CM00453,0,Window Shoppers
13.0,31.48,22.32,17.0,5.0,CM00454,0,Window Shoppers
5.0,21.14,107.88,44.0,2.0,CM00455,2,High Spenders
5.0,23.6,94.69,56.0,1.0,CM00456,2,High Spenders
15.0,32.03,10.39,15.0,8.0,CM00457,0,Window Shoppers
7.0,191.13,30.25,18.0,2.0,CM00458,1,Bargain Hunters
4.0,25.47,105.29,39.0,0.0,CM00459,2,High Spenders
5.0,37.05,106.49,32.0,2.0,CM00460,2,High Spenders
7.0,28.58,87.66,43.0,2.0,CM00461,2,High Spenders
7.0,105.04,54.97,27.0,1.0,CM00462,1,Bargain Hunters
13.0,182.84,46.49,13.0,4.0,CM00463,1,Bargain Hunters
8.0,104.87,33.8,21.0,4.0,CM00464,1,Bargain Hunters
11.0,155.65,29.24,21.0,1.0,CM00465,1,Bargain Hunters
9.0,114.35,40.42,17.0,2.0,CM00466,1,Bargain Hunters
13.0,36.35,6.8,13.0,13.0,CM00467,0,Window Shoppers
7.0,27.41,88.19,49.0,0.0,CM00468,2,High Spenders
2.0,45.91,104.45,51.0,1.0,CM00469,2,High Spenders
22.0,20.75,19.55,25.0,14.0,CM00470,0,Window Shoppers
17.0,15.48,17.47,25.0,8.0,CM00471,0,Window Shoppers
26.0,38.76,22.66,13.0,17.0,CM00472,0,Window Shoppers
4.0,21.74,103.25,51.0,1.0,CM00473,2,High Spenders
10.0,192.89,29.48,26.0,3.0,CM00474,1,Bargain Hunters
6.0,58.42,83.4,46.0,0.0,CM00475,2,High Spenders
20.0,46.62,19.47,16.0,9.0,CM00476,0,Window Shoppers
19.0,44.99,11.45,12.0,10.0,CM00477,0,Window Shoppers
3.0,58.89,101.38,42.0,1.0,CM00478,2,High Spenders
13.0,108.51,49.4,27.0,4.0,CM00479,1,Bargain Hunters
10.0,146.53,27.16,16.0,1.0,CM00480,1,Bargain Hunters
8.0,139.63,40.02,16.0,3.0,CM00481,1,Bargain Hunters
11.0,148.33,52.81,25.0,2.0,CM00482,1,Bargain Hunters
20.0,21.85,23.41,15.0,8.0,CM00483,0,Window Shoppers
15.0,33.61,9.55,10.0,14.0,CM00484,0,Window Shoppers
22.0,34.74,22.39,24.0,8.0,CM00485,0,Window Shoppers
8.0,129.66,26.71,25.0,2.0,CM00486,1,Bargain Hunters
22.0,47.77,15.54,15.0,13.0,CM00487,0,Window Shoppers
13.0,165.81,46.87,22.0,1.0,CM00488,1,Bargain Hunters
2.0,52.17,103.23,47.0,0.0,CM00489,2,High Spenders
21.0,12.71,6.51,17.0,7.0,CM00490,0,Window Shoppers
7.0,59.28,84.43,43.0,1.0,CM00491,2,High Spenders
3.0,49.51,89.27,55.0,0.0,CM00492,2,High Spenders
24.0,21.55,7.61,8.0,13.0,CM00493,0,Window Shoppers
6.0,55.05,76.25,39.0,0.0,CM00494,2,High Spenders
10.0,175.63,32.5,21.0,3.0,CM00495,1,Bargain Hunters
20.0,38.94,21.45,19.0,11.0,CM00496,0,Window Shoppers
7.0,55.03,82.56,42.0,3.0,CM00497,2,High Spenders
21.0,17.28,23.96,17.0,8.0,CM00498,0,Window Shoppers
7.0,67.52,82.69,63.0,1.0,CM00499,2,High Spenders
7.0,53.42,101.71,46.0,0.0,CM00500,2,High Spenders
14.0,172.87,20.4,28.0,1.0,CM00501,1,Bargain Hunters
5.0,25.74,62.05,53.0,0.0,CM00502,2,High Spenders
2.0,45.13,82.2,58.0,0.0,CM00503,2,High Spenders
6.0,22.51,76.26,59.0,1.0,CM00504,2,High Spenders
12.0,138.73,49.81,18.0,1.0,CM00505,1,Bargain Hunters
19.0,34.63,13.98,18.0,7.0,CM00506,0,Window Shoppers
18.0,38.22,14.28,14.0,10.0,CM00507,0,Window Shoppers
4.0,60.8,109.03,54.0,0.0,CM00508,2,High Spenders
11.0,122.68,40.31,19.0,4.0,CM00509,1,Bargain Hunters
12.0,35.04,16.13,18.0,11.0,CM00510,0,Window Shoppers
4.0,28.44,117.71,49.0,1.0,CM00511,2,High Spenders
7.0,71.74,75.88,58.0,0.0,CM00512,2,High Spenders
16.0,16.16,21.82,10.0,7.0,CM00513,0,Window Shoppers
20.0,47.49,11.09,8.0,10.0,CM00514,0,Window Shoppers
6.0,46.02,88.59,52.0,2.0,CM00515,2,High Spenders
9.0,147.85,35.73,24.0,0.0,CM00516,1,Bargain Hunters
4.0,66.11,65.03,60.0,1.0,CM00517,2,High Spenders
10.0,175.51,58.1,29.0,2.0,CM00518,1,Bargain Hunters
12.0,132.69,38.87,22.0,0.0,CM00519,1,Bargain Hunters
9.0,156.59,47.3,12.0,1.0,CM00520,1,Bargain Hunters
6.0,29.67,60.32,54.0,0.0,CM00521,2,High Spenders
6.0,138.67,36.61,18.0,1.0,CM00522,1,Bargain Hunters
18.0,36.34,25.45,18.0,12.0,CM00523,0,Window Shoppers
13.0,170.21,47.0,11.0,3.0,CM00524,1,Bargain Hunters
7.0,105.69,54.36,19.0,5.0,CM00525,1,Bargain Hunters
7.0,108.6,40.72,15.0,1.0,CM00526,1,Bargain Hunters
5.0,59.85,61.8,55.0,2.0,CM00527,2,High Spenders
5.0,45.58,72.86,39.0,0.0,CM00528,2,High Spenders
5.0,72.71,96.3,39.0,1.0,CM00529,2,High Spenders
14.0,124.58,24.77,15.0,5.0,CM00530,1,Bargain Hunters
6.0,73.1,88.97,48.0,0.0,CM00531,2,High Spenders
14.0,16.68,12.9,16.0,7.0,CM00532,0,Window Shoppers
10.0,173.02,57.27,21.0,1.0,CM00533,1,Bargain Hunters
11.0,108.06,54.46,20.0,1.0,CM00534,1,Bargain Hunters
3.0,28.22,117.04,57.0,1.0,CM00535,2,High Spenders
20.0,19.34,21.6,14.0,13.0,CM00536,0,Window Shoppers
17.0,47.76,15.64,14.0,11.0,CM00537,0,Window Shoppers
20.0,45.16,5.98,9.0,13.0,CM00538,0,Window Shoppers
4.0,71.28,73.55,49.0,1.0,CM00539,2,High Spenders
11.0,196.53,29.63,14.0,2.0,CM00540,1,Bargain Hunters
5.0,27.59,104.77,53.0,1.0,CM00541,2,High Spenders
15.0,19.23,28.8,14.0,10.0,CM00542,0,Window Shoppers
6.0,49.12,94.72,65.0,2.0,CM00543,2,High Spenders
10.0,181.25,26.98,14.0,3.0,CM00544,1,Bargain Hunters
6.0,144.2,36.21,29.0,3.0,CM00545,1,Bargain Hunters
16.0,24.93,13.09,19.0,8.0,CM00546,0,Window Shoppers
4.0,66.07,84.29,50.0,0.0,CM00547,2,High Spenders
8.0,159.95,47.88,20.0,2.0,CM00548,1,Bargain Hunters
12.0,139.17,39.45,15.0,0.0,CM00550,1,Bargain Hunters
4.0,25.39,105.1,49.0,0.0,CM00551,2,High Spenders
20.0,10.26,16.98,22.0,13.0,CM00552,0,Window Shoppers
9.0,187.36,20.96,20.0,2.0,CM00553,1,Bargain Hunters
13.0,147.68,52.48,9.0,1.0,CM00554,1,Bargain Hunters
18.0,48.0,11.74,18.0,8.0,CM00556,0,Window Shoppers
22.0,45.1,17.43,12.0,7.0,CM00557,0,Window Shoppers
8.0,133.81,33.57,16.0,3.0,CM00558,1,Bargain Hunters
22.0,17.01,17.94,13.0,14.0,CM00559,0,Window Shoppers
23.0,44.23,15.49,8.0,9.0,CM00560,0,Window Shoppers
19.0,27.39,11.18,22.0,18.0,CM00561,0,Window Shoppers
19.0,35.36,18.34,14.0,17.0,CM00562,0,Window Shoppers
14.0,168.22,36.29,18.0,2.0,CM00563,1,Bargain Hunters
12.0,112.68,22.5,17.0,0.0,CM00564,1,Bargain Hunters
22.0,49.92,8.27,8.0,10.0,CM00565,0,Window Shoppers
21.0,32.08,5.81,14.0,10.0,CM00566,0,Window Shoppers
9.0,136.48,59.88,8.0,1.0,CM00567,1,Bargain Hunters
7.0,48.22,102.13,44.0,1.0,CM00568,2,High Spenders
14.0,39.52,19.19,8.0,10.0,CM00569,0,Window Shoppers
13.0,100.11,59.86,12.0,3.0,CM00570,1,Bargain Hunters
12.0,34.54,28.35,12.0,8.0,CM00571,0,Window Shoppers
3.0,64.6,90.26,44.0,4.0,CM00572,2,High Spenders
15.0,30.76,6.96,12.0,14.0,CM00573,0,Window Shoppers
7.0,47.09,113.61,59.0,3.0,CM00574,2,High Spenders
8.0,190.8,33.26,19.0,1.0,CM00575,1,Bargain Hunters
9.0,108.02,50.07,17.0,2.0,CM00576,1,Bargain Hunters
6.0,56.35,119.82,51.0,1.0,CM00577,2,High Spenders
19.0,23.59,10.94,11.0,5.0,CM00578,0,Window Shoppers
21.0,23.84,11.42,15.0,11.0,CM00579,0,Window Shoppers
17.0,38.89,28.59,11.0,18.0,CM00580,0,Window Shoppers
5.0,73.0,92.83,50.0,1.0,CM00581,2,High Spenders
18.0,19.73,15.81,11.0,11.0,CM00582,0,Window Shoppers
13.0,115.14,55.88,26.0,0.0,CM00583,1,Bargain Hunters
5.0,42.42,95.11,49.0,0.0,CM00584,2,High Spenders
18.0,31.68,29.37,9.0,9.0,CM00585,0,Window Shoppers
29.0,25.19,24.27,10.0,16.0,CM00586,0,Window Shoppers
4.0,48.6,91.25,60.0,2.0,CM00587,2,High Spenders
9.0,116.99,22.7,20.0,2.0,CM00588,1,Bargain Hunters
14.0,101.37,51.9,18.0,1.0,CM00589,1,Bargain Hunters
14.0,17.06,20.98,19.0,6.0,CM00590,0,Window Shoppers
24.0,11.25,25.04,11.0,11.0,CM00591,0,Window Shoppers
12.0,158.31,47.16,24.0,2.0,CM00592,1,Bargain Hunters
4.0,46.95,98.63,54.0,0.0,CM00593,2,High Spenders
3.0,40.67,106.62,39.0,1.0,CM00594,2,High Spenders
9.0,10.98,9.09,18.0,14.0,CM00595,0,Window Shoppers
16.0,105.86,52.35,22.0,4.0,CM00596,1,Bargain Hunters
16.0,12.69,7.54,18.0,7.0,CM00597,0,Window Shoppers
5.0,60.66,119.18,47.0,1.0,CM00598,2,High Spenders
1.0,76.61,70.33,49.0,2.0,CM00599,2,High Spenders
0.0,44.79,103.49,41.0,3.0,CM00600,2,High Spenders
3.0,72.69,100.29,55.0,0.0,CM00601,2,High Spenders
4.0,35.13,91.52,54.0,0.0,CM00602,2,High Spenders
15.0,26.03,29.22,14.0,11.0,CM00603,0,Window Shoppers
12.0,141.23,28.39,32.0,1.0,CM00604,1,Bargain Hunters
14.0,22.61,26.36,12.0,9.0,CM00606,0,Window Shoppers
4.0,25.22,76.35,47.0,0.0,CM00607,2,High Spenders
11.0,109.84,40.36,25.0,1.0,CM00608,1,Bargain Hunters
19.0,35.27,14.97,15.0,9.0,CM00609,0,Window Shoppers
17.0,15.57,16.38,16.0,8.0,CM00610,0,Window Shoppers
16.0,164.88,34.81,22.0,3.0,CM00611,1,Bargain Hunters
20.0,38.33,13.79,16.0,10.0,CM00612,0,Window Shoppers
11.0,171.47,53.3,21.0,5.0,CM00613,1,Bargain Hunters
26.0,43.21,20.96,8.0,10.0,CM00614,0,Window Shoppers
20.0,16.96,10.05,14.0,12.0,CM00615,0,Window Shoppers
2.0,40.34,92.4,56.0,1.0,CM00616,2,High Spenders
23.0,32.72,26.68,19.0,10.0,CM00617,0,Window Shoppers
5.0,46.65,97.32,49.0,1.0,CM00618,2,High Spenders
2.0,23.69,112.35,47.0,0.0,CM00619,2,High Spenders
8.0,110.8,44.62,15.0,0.0,CM00620,1,Bargain Hunters
29.0,17.41,29.91,10.0,18.0,CM00621,0,Window Shoppers
19.0,33.87,18.69,19.0,15.0,CM00623,0,Window Shoppers
3.0,44.73,77.76,42.0,1.0,CM00624,2,High Spenders
7.0,193.59,35.34,13.0,3.0,CM00625,1,Bargain Hunters
12.0,33.85,23.33,17.0,11.0,CM00626,0,Window Shoppers
17.0,170.17,21.97,19.0,3.0,CM00627,1,Bargain Hunters
12.0,43.97,11.44,18.0,7.0,CM00628,0,Window Shoppers
27.0,37.21,14.9,15.0,11.0,CM00629,0,Window Shoppers
16.0,152.34,40.22,16.0,1.0,CM00630,1,Bargain Hunters
17.0,36.36,15.65,17.0,11.0,CM00631,0,Window Shoppers
13.0,107.68,59.77,25.0,0.0,CM00632,1,Bargain Hunters
8.0,106.2,47.67,27.0,2.0,CM00633,1,Bargain Hunters
4.0,62.56,84.55,38.0,1.0,CM00634,2,High Spenders
24.0,33.32,26.61,17.0,10.0,CM00635,0,Window Shoppers
8.0,150.57,30.27,25.0,0.0,CM00636,1,Bargain Hunters
18.0,36.06,7.62,18.0,11.0,CM00637,0,Window Shoppers
9.0,121.63,49.01,16.0,4.0,CM00638,1,Bargain Hunters
3.0,79.57,70.15,46.0,0.0,CM00639,2,High Spenders
7.0,30.37,103.94,47.0,2.0,CM00640,2,High Spenders
13.0,167.04,22.15,17.0,1.0,CM00641,1,Bargain Hunters
16.0,14.42,9.18,20.0,7.0,CM00642,0,Window Shoppers
7.0,50.28,103.36,43.0,0.0,CM00643,2,High Spenders
14.0,47.94,24.91,14.0,14.0,CM00644,0,Window Shoppers
21.0,42.72,14.49,9.0,11.0,CM00645,0,Window Shoppers
21.0,33.06,24.5,14.0,9.0,CM00646,0,Window Shoppers
5.0,44.23,72.07,43.0,2.0,CM00647,2,High Spenders
21.0,46.57,22.37,13.0,8.0,CM00648,0,Window Shoppers
7.0,27.58,73.36,49.0,1.0,CM00649,2,High Spenders
9.0,151.45,51.85,20.0,4.0,CM00650,1,Bargain Hunters
8.0,145.17,43.0,16.0,2.0,CM00651,1,Bargain Hunters
14.0,21.49,5.92,8.0,9.0,CM00652,0,Window Shoppers
12.0,194.05,56.37,18.0,3.0,CM00653,1,Bargain Hunters
9.0,102.09,28.83,21.0,0.0,CM00654,1,Bargain Hunters
7.0,48.91,60.0,51.0,1.0,CM00655,2,High Spenders
3.0,56.26,76.5,45.0,3.0,CM00656,2,High Spenders
6.0,45.68,78.33,39.0,0.0,CM00657,2,High Spenders
5.0,35.28,102.97,51.0,2.0,CM00658,2,High Spenders
16.0,29.81,19.18,17.0,12.0,CM00659,0,Window Shoppers
20.0,37.33,15.17,13.0,5.0,CM00660,0,Window Shoppers
13.0,14.71,26.5,15.0,7.0,CM00661,0,Window Shoppers
7.0,56.58,105.3,59.0,0.0,CM00662,2,High Spenders
25.0,39.3,26.77,12.0,10.0,CM00663,0,Window Shoppers
16.0,45.55,19.27,13.0,8.0,CM00664,0,Window Shoppers
7.0,50.15,79.36,45.0,1.0,CM00665,2,High Spenders
4.0,48.27,102.61,57.0,0.0,CM00666,2,High Spenders
5.0,34.52,71.99,35.0,0.0,CM00667,2,High Spenders
15.0,16.34,16.22,17.0,11.0,CM00668,0,Window Shoppers
3.0,44.55,95.51,39.0,2.0,CM00669,2,High Spenders
13.0,158.06,53.96,17.0,1.0,CM00670,1,Bargain Hunters
22.0,41.9,15.89,13.0,12.0,CM00671,0,Window Shoppers
23.0,23.4,21.71,16.0,8.0,CM00672,0,Window Shoppers
13.0,191.84,34.31,14.0,2.0,CM00673,1,Bargain Hunters
4.0,27.63,94.58,40.0,3.0,CM00675,2,High Spenders
26.0,10.71,26.1,14.0,13.0,CM00676,0,Window Shoppers
20.0,13.58,18.28,15.0,10.0,CM00677,0,Window Shoppers
13.0,155.79,37.41,20.0,1.0,CM00678,1,Bargain Hunters
24.0,12.31,21.67,16.0,15.0,CM00679,0,Window Shoppers
9.0,164.56,20.01,17.0,3.0,CM00680,1,Bargain Hunters
18.0,19.86,8.99,18.0,12.0,CM00681,0,Window Shoppers
9.0,114.33,43.13,22.0,0.0,CM00682,1,Bargain Hunters
15.0,161.92,56.52,21.0,4.0,CM00683,1,Bargain Hunters
4.0,159.52,32.1,20.0,0.0,CM00684,1,Bargain Hunters
9.0,198.95,33.95,13.0,3.0,CM00685,1,Bargain Hunters
9.0,63.95,93.79,45.0,0.0,CM00686,2,High Spenders
12.0,44.49,28.27,17.0,11.0,CM00687,0,Window Shoppers
25.0,36.21,21.91,14.0,12.0,CM00688,0,Window Shoppers
7.0,154.03,42.56,10.0,2.0,CM00689,1,Bargain Hunters
6.0,187.19,54.35,23.0,1.0,CM00690,1,Bargain Hunters
13.0,199.77,49.17,18.0,1.0,CM00691,1,Bargain Hunters
13.0,147.74,53.84,30.0,0.0,CM00692,1,Bargain Hunters
4.0,185.12,30.45,19.0,2.0,CM00693,1,Bargain Hunters
7.0,138.0,39.53,25.0,3.0,CM00694,1,Bargain Hunters
21.0,37.54,6.51,12.0,10.0,CM00695,0,Window Shoppers
5.0,35.73,106.15,48.0,1.0,CM00696,2,High Spenders
7.0,182.87,32.52,20.0,2.0,CM00697,1,Bargain Hunters
6.0,22.69,66.84,47.0,2.0,CM00698,2,High Spenders
24.0,43.03,6.83,27.0,13.0,CM00699,0,Window Shoppers
2.0,33.98,115.85,45.0,1.0,CM00700,2,High Spenders
6.0,39.53,89.89,52.0,0.0,CM00701,2,High Spenders
14.0,110.55,31.33,19.0,1.0,CM00702,1,Bargain Hunters
7.0,129.63,45.83,21.0,1.0,CM00703,1,Bargain Hunters
3.0,75.21,100.57,56.0,1.0,CM00704,2,High Spenders
12.0,178.44,31.93,32.0,3.0,CM00705,1,Bargain Hunters
6.0,46.34,84.47,44.0,3.0,CM00706,2,High Spenders
5.0,29.28,65.28,43.0,2.0,CM00707,2,High Spenders
4.0,50.41,74.68,51.0,1.0,CM00708,2,High Spenders
19.0,43.29,26.58,19.0,6.0,CM00709,0,Window Shoppers
7.0,134.55,50.59,23.0,1.0,CM00710,1,Bargain Hunters
3.0,35.09,68.29,50.0,1.0,CM00711,2,High Spenders
3.0,73.35,94.28,59.0,1.0,CM00712,2,High Spenders
6.0,53.53,66.48,55.0,1.0,CM00713,2,High Spenders
20.0,33.8,25.37,17.0,12.0,CM00714,0,Window Shoppers
19.0,26.7,28.42,15.0,9.0,CM00715,0,Window Shoppers
9.0,139.59,50.4,18.0,1.0,CM00716,1,Bargain Hunters
9.0,108.01,59.31,18.0,3.0,CM00717,1,Bargain Hunters
7.0,30.8,80.35,37.0,1.0,CM00718,2,High Spenders
5.0,128.45,30.75,28.0,4.0,CM00719,1,Bargain Hunters
5.0,21.08,60.77,48.0,0.0,CM00720,2,High Spenders
5.0,25.27,88.07,57.0,0.0,CM00721,2,High Spenders
4.0,51.53,91.0,54.0,1.0,CM00722,2,High Spenders
10.0,135.81,40.5,20.0,4.0,CM00723,1,Bargain Hunters
15.0,30.3,17.98,15.0,4.0,CM00724,0,Window Shoppers
17.0,41.95,24.34,14.0,13.0,CM00725,0,Window Shoppers
11.0,140.27,45.03,23.0,2.0,CM00726,1,Bargain Hunters
12.0,133.2,23.88,23.0,3.0,CM00727,1,Bargain Hunters
8.0,114.53,38.32,24.0,0.0,CM00728,1,Bargain Hunters
18.0,45.35,5.75,19.0,10.0,CM00729,0,Window Shoppers
8.0,120.88,32.68,15.0,2.0,CM00730,1,Bargain Hunters
6.0,193.96,25.49,15.0,4.0,CM00731,1,Bargain Hunters
13.0,25.85,21.84,15.0,8.0,CM00732,0,Window Shoppers
3.0,39.43,98.94,52.0,2.0,CM00733,2,High Spenders
13.0,150.59,35.74,15.0,0.0,CM00734,1,Bargain Hunters
20.0,15.47,18.88,16.0,7.0,CM00735,0,Window Shoppers
9.0,173.44,29.94,21.0,1.0,CM00736,1,Bargain Hunters
5.0,45.5,85.78,47.0,1.0,CM00737,2,High Spenders
18.0,11.36,15.97,17.0,14.0,CM00738,0,Window Shoppers
18.0,20.32,12.76,17.0,9.0,CM00739,0,Window Shoppers
13.0,160.71,25.33,22.0,0.0,CM00740,1,Bargain Hunters
5.0,78.42,103.04,52.0,0.0,CM00741,2,High Spenders
26.0,31.6,20.2,21.0,8.0,CM00742,0,Window Shoppers
6.0,73.92,77.34,54.0,6.0,CM00743,2,High Spenders
32.0,41.63,11.18,14.0,13.0,CM00744,0,Window Shoppers
10.0,14.28,25.32,19.0,5.0,CM00745,0,Window Shoppers
19.0,40.84,16.31,22.0,5.0,CM00746,0,Window Shoppers
23.0,24.23,20.91,24.0,3.0,CM00747,0,Window Shoppers
12.0,112.69,48.96,22.0,0.0,CM00748,1,Bargain Hunters
25.0,40.73,25.72,12.0,9.0,CM00749,0,Window Shoppers
4.0,28.18,81.01,45.0,3.0,CM00750,2,High Spenders
9.0,138.1,53.55,18.0,3.0,CM00751,1,Bargain Hunters
6.0,113.22,53.18,21.0,1.0,CM00752,1,Bargain Hunters
14.0,22.04,28.36,16.0,5.0,CM00753,0,Window Shoppers
26.0,17.22,6.0,16.0,13.0,CM00754,0,Window Shoppers
8.0,104.16,51.95,28.0,1.0,CM00755,1,Bargain Hunters
13.0,19.24,24.87,11.0,12.0,CM00756,0,Window Shoppers
7.0,63.93,113.35,54.0,0.0,CM00757,2,High Spenders
4.0,46.24,96.06,55.0,1.0,CM00758,2,High Spenders
20.0,49.38,6.81,18.0,4.0,CM00759,0,Window Shoppers
3.0,68.26,66.75,39.0,3.0,CM00760,2,High Spenders
11.0,165.97,29.29,22.0,1.0,CM00761,1,Bargain Hunters
9.0,146.62,31.49,25.0,2.0,CM00762,1,Bargain Hunters
14.0,109.5,43.97,19.0,3.0,CM00763,1,Bargain Hunters
5.0,43.27,96.4,50.0,2.0,CM00764,2,High Spenders
9.0,22.43,71.9,51.0,1.0,CM00766,2,High Spenders
12.0,151.86,37.22,21.0,0.0,CM00767,1,Bargain Hunters
8.0,198.73,39.85,17.0,0.0,CM00768,1,Bargain Hunters
17.0,41.99,10.01,11.0,8.0,CM00769,0,Window Shoppers
17.0,26.75,13.77,19.0,8.0,CM00770,0,Window Shoppers
17.0,45.71,29.2,14.0,10.0,CM00771,0,Window Shoppers
18.0,113.32,55.86,14.0,0.0,CM00772,1,Bargain Hunters
5.0,33.83,96.73,55.0,1.0,CM00773,2,High Spenders
13.0,154.03,47.61,23.0,1.0,CM00774,1,Bargain Hunters
14.0,29.84,29.99,20.0,9.0,CM00775,0,Window Shoppers
3.0,41.36,111.16,45.0,2.0,CM00776,2,High Spenders
19.0,44.92,21.26,19.0,7.0,CM00777,0,Window Shoppers
8.0,60.45,60.7,46.0,2.0,CM00778,2,High Spenders
4.0,70.74,84.66,42.0,1.0,CM00779,2,High Spenders
12.0,189.04,53.22,25.0,0.0,CM00780,1,Bargain Hunters
5.0,118.45,46.53,16.0,2.0,CM00781,1,Bargain Hunters
19.0,26.71,15.77,11.0,6.0,CM00782,0,Window Shoppers
6.0,166.18,35.84,21.0,2.0,CM00783,1,Bargain Hunters
5.0,70.48,88.88,73.0,1.0,CM00784,2,High Spenders
8.0,32.85,78.07,49.0,2.0,CM00785,2,High Spenders
6.0,32.59,64.26,40.0,1.0,CM00786,2,High Spenders
10.0,181.44,38.44,25.0,4.0,CM00787,1,Bargain Hunters
12.0,112.33,57.15,19.0,1.0,CM00788,1,Bargain Hunters
23.0,11.58,13.65,20.0,10.0,CM00789,0,Window Shoppers
11.0,101.62,57.97,17.0,4.0,CM00790,1,Bargain Hunters
11.0,163.01,57.83,24.0,1.0,CM00791,1,Bargain Hunters
3.0,73.85,60.58,46.0,0.0,CM00792,2,High Spenders
2.0,35.5,106.6,54.0,2.0,CM00793,2,High Spenders
8.0,166.51,59.66,16.0,1.0,CM00794,1,Bargain Hunters
6.0,55.96,91.03,49.0,1.0,CM00795,2,High Spenders
6.0,50.82,82.41,54.0,0.0,CM00796,2,High Spenders
21.0,31.16,21.42,21.0,8.0,CM00797,0,Window Shoppers
5.0,30.57,64.45,58.0,1.0,CM00798,2,High Spenders
21.0,11.68,16.87,11.0,9.0,CM00799,0,Window Shoppers
11.0,169.34,43.08,26.0,3.0,CM00800,1,Bargain Hunters
17.0,13.24,6.21,17.0,7.0,CM00801,0,Window Shoppers
10.0,160.51,41.77,18.0,1.0,CM00802,1,Bargain Hunters
14.0,148.13,53.46,27.0,1.0,CM00803,1,Bargain Hunters
13.0,180.3,25.87,19.0,1.0,CM00804,1,Bargain Hunters
3.0,61.25,78.8,48.0,0.0,CM00805,2,High Spenders
14.0,118.66,42.88,22.0,2.0,CM00806,1,Bargain Hunters
4.0,31.82,93.21,43.0,3.0,CM00807,2,High Spenders
6.0,42.29,116.56,49.0,0.0,CM00808,2,High Spenders
12.0,154.14,26.87,18.0,2.0,CM00809,1,Bargain Hunters
15.0,189.79,42.58,25.0,4.0,CM00810,1,Bargain Hunters
3.0,21.35,94.46,49.0,2.0,CM00811,2,High Spenders
22.0,47.11,12.7,17.0,8.0,CM00812,0,Window Shoppers
3.0,44.12,104.04,57.0,2.0,CM00813,2,High Spenders
17.0,11.06,21.29,9.0,11.0,CM00814,0,Window Shoppers
5.0,21.22,111.09,51.0,1.0,CM00815,2,High Spenders
2.0,25.86,76.47,51.0,1.0,CM00816,2,High Spenders
